OrderID,OrderDate,Region_City_Country,Channel,PromotionName,ProductName,Manufacturer,Category_SubCategory,UnitCost,Price,OrderQty,Row_Id
1576,27-04-2022,"Europe,Berlin,Germany",Online,european back-to-scholl promotion,The Phone Company PDA Handheld 3.5 inch M610 Silver,The Phone Company,Cell phones-Smart phones & PDAs ,194.332848,255,9,18169
1610,28-04-2022,"Europe,Bamberg,Germany",Store,no discount,Contoso DVD 60 DVD Storage Binder L20 Black,"Contoso, Ltd","Music, Movies and Audio Books-Movie DVD",8.182226064,22.89,10,18170
1744,29-04-2022,"Europe,Paris,France",Reseller,european holiday promotion,Contoso DVD 48 DVD Storage Binder M50 Silver,"Contoso, Ltd","Music, Movies and Audio Books-Movie DVD",6.204848962,17.99,16,18133
1719,30-04-2022,"Europe,Dublin,Ireland",Store,european holiday promotion,Reusable Phone Screen Protector E120,"Contoso, Ltd",Cell phones-Cell phones Accessories,2.771045246,2.94,80,20183
1773,01-05-2022,"Asia,New Delhi,India",Store,no discount,"A. Datum SLR Camera 35"" M358 Silver Grey",A. Datum Corporation,Cameras and camcorders -Digital SLR Cameras,161.4427886,338,10,20184
1774,02-05-2022,"North America,Shreveport,United States",Store,north america back-to-school promotion,Proseware High-Performance Business-Class Laser Fax X200 Grey,"Proseware, Inc.","Computers-Printers, Scanners & Fax",35.5054452,248,12,20435
1776,03-05-2022,"North America,Bethesda,United States",Online,north america spring promotion,Contoso Projector 480p M480 Black,"Contoso, Ltd",Computers-Projectors & Screens,66.12849227,229,9,23110
1777,04-05-2022,"Europe,Athens,Greece",Store,european holiday promotion,The Phone Company PDA Handheld 4.7 inch L650 Silver,The Phone Company,Cell phones-Smart phones & PDAs ,6.082787735,389,8,20816
1778,05-05-2022,"North America,Bacliff,United States",Store,north america back-to-school promotion,"Fabrikam SLR Camera 35"" X358 Grey","Fabrikam, Inc.",Cameras and camcorders -Digital SLR Cameras,198.5349881,436.2,12,20817
1780,06-05-2022,"North America,North Harford,United States",Catalog,no discount,Contoso Waterproof Accessory Handset and Charging Cradle M609 White,"Contoso, Ltd",Cell phones-Home & Office Phones,8.782637912,22.99,10,22473
1785,07-05-2022,"North America,Menasha,United States",Store,north america back-to-school promotion,Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 Grey,"Fabrikam, Inc.",Cameras and camcorders -Camcorders,299.1032611,411,12,22476
1786,08-05-2022,"Europe,Berlin,Germany",Online,european holiday promotion,Litware Home Theater System 5.1 Channel M512 Silver,"Litware, Inc.",TV and Video-Home Theater System,102.8436447,699,8,20891
1788,09-05-2022,"Asia,Bishkek,Kyrgyzstan",Store,asian summer promotion,A. Datum Compact Digital Camera M200 Orange,A. Datum Corporation,Cameras and camcorders -Digital Cameras,60.63101572,129,6,21499
1789,10-05-2022,"North America,Jacksonville,United States",Store,no discount,SV Keyboard E10 Black,Southridge Video,Computers-Computers Accessories,9.812692546,44,5,23836
1792,11-05-2022,"Asia,Beijing,China",Online,asian summer promotion,Adventure Works Desktop PC2.30 MD230 Black,Adventure Works,Computers-Desktops,546.4697012,599,12,25282
1793,12-05-2022,"North America,North Harford,United States",Catalog,no discount,Contoso 90W AC/DC Power Adapter E300 White,"Contoso, Ltd",Computers-Computers Accessories,1.208278041,11.9,40,7664
1795,13-05-2022,"North America,Milwaukee,United States",Store,north america holiday promotion,WWI Projector 1080p DLP86 White,Wide World Importers,Computers-Projectors & Screens,429.1966177,2499,13,7665
1796,14-05-2022,"Asia,Beijing,China",Online,asian holiday promotion,Adventure Works LCD20 M210 White,Adventure Works,Computers-Monitors,202.631981,259,13,23295
1801,15-05-2022,"North America,Bethesda,United States",Online,north america back-to-school promotion,SV USB Data Cable E600 Silver,Southridge Video,Computers-Computers Accessories,0.656244469,0.95,24,25664
1803,16-05-2022,"North America,Hoboken,United States",Store,north america holiday promotion,SV USB Sync Charge Cable E700 Black,Southridge Video,Computers-Computers Accessories,0.811375253,1.99,26,25665
1804,17-05-2022,"Europe,Bucharest,Romania",Store,no discount,SV Car Video LCD7 M7003 Black,Southridge Video,TV and Video-Car Video,87.60769726,369,10,23627
1805,18-05-2022,"Asia,Beijing,China",Reseller,asian holiday promotion,The Phone Company Smart phones 4 GB of Memory M300 Pink,The Phone Company,Cell phones-Smart phones & PDAs ,12.00595032,239,26,24908
1807,19-05-2022,"Asia,Mumbai,India",Store,no discount,Contoso DVD 14-Inch Player Portable L100 Silver,"Contoso, Ltd","Music, Movies and Audio Books-Movie DVD",67.14684321,259.99,10,7898
1808,20-05-2022,"North America,North Bend,United States",Store,north america holiday promotion,SV 80GB USB2.0 Portable Hard Disk E500 Blue,Southridge Video,Computers-Computers Accessories,34.05529615,102,6,1041
1809,21-05-2022,"Asia,Beijing,China",Reseller,no discount,Litware Home Theater System 4.1 Channel M410 Brown,"Litware, Inc.",TV and Video-Home Theater System,519.3672377,599,12,1042
1810,22-05-2022,"North America,Wapato,United States",Store,north america spring promotion,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Cameras and camcorders -Camcorders,142.6317113,980,9,1043
1811,23-05-2022,"North America,Greeley,United States",Store,north america back-to-school promotion,The Phone Company Smart phones Unlocked International M800 Black,The Phone Company,Cell phones-Smart phones & PDAs ,100.7366967,310,12,19041
1812,24-05-2022,"North America,Bethesda,United States",Online,no discount,SV Keyboard E10 Black,Southridge Video,Computers-Computers Accessories,36.9132627,44,5,19042
1814,25-05-2022,"Europe,Koln,Germany",Store,european back-to-scholl promotion,WWI Projector 480p DLP12 White,Wide World Importers,Computers-Projectors & Screens,75.87049548,499,9,19043
1815,26-05-2022,"North America,Milwaukee,United States",Store,north america back-to-school promotion,Contoso Digital Camera/Camcorder USB Cable E324 Silver,"Contoso, Ltd",Cameras and camcorders -Cameras & Camcorders Accessories,19.79998087,28,6,22064
1817,27-05-2022,"Europe,York,United Kingdom",Store,european holiday promotion,Litware Home Theater System 2.1 Channel E212 Black,"Litware, Inc.",TV and Video-Home Theater System,93.93248902,299.9,4,22065
1818,28-05-2022,"Asia,Canberra,Australia",Store,asian holiday promotion,The Phone Company Touch Screen Phones - CRT M11 Black,The Phone Company,Cell phones-Touch Screen Phones ,78.53578194,189,6,18950
1820,29-05-2022,"Asia,Beijing,China",Reseller,asian summer promotion,Contoso In front of Centrex L15 White,"Contoso, Ltd",Cell phones-Home & Office Phones,24.87697922,46.99,12,18951
1821,30-05-2022,"North America,Seattle,United States",Reseller,north america back-to-school promotion,SV 16xDVD M320 Silver,Southridge Video,TV and Video-VCD & DVD,64.76143431,119,12,19849
1822,31-05-2022,"North America,New Bedford,United States",Store,no discount,NT Bluetooth Active Headphones E202 Black,Northwind Traders,Audio-Bluetooth Headphones,26.38865697,37.95,20,19850
1823,01-06-2022,"North America,Madison,United States",Store,north america spring promotion,The Phone Company PDA Phone 3.7 inches M340 Silver,The Phone Company,Cell phones-Smart phones & PDAs ,104.7258451,330,9,19851
1825,02-06-2022,"North America,North Harford,United States",Catalog,north america spring promotion,Headphone Adapter for Contoso Phone E130 Silver,"Contoso, Ltd",Cell phones-Cell phones Accessories,3.0314655,9.99,1080,22201
1826,03-06-2022,"North America,Somerville,United States",Store,no discount,Fabrikam Laptop13.3W M3080 Red,"Fabrikam, Inc.",Computers-Laptops,22.91498342,389,10,19381
1829,04-06-2022,"North America,Round Rock,United States",Store,north america back-to-school promotion,SV DVD 38 DVD Storage Binder E25 Silver,Southridge Video,"Music, Movies and Audio Books-Movie DVD",3.146501015,9.99,6,19382
1831,05-06-2022,"North America,Bethesda,United States",Online,no discount,WWI Screen 100in M1609 Black,Wide World Importers,Computers-Projectors & Screens,43.70425619,190,5,20049
1833,06-06-2022,"North America,North Harford,United States",Catalog,north america back-to-school promotion,SV Keyboard E10 White,Southridge Video,Computers-Computers Accessories,1.628969798,44,36,21475
1834,07-06-2022,"North America,Longview,United States",Store,north america spring promotion,A. Datum Consumer Digital Camera M300 Pink,A. Datum Corporation,Cameras and camcorders -Digital Cameras,30.68152389,184.5,9,24415
1835,08-06-2022,"Europe,Milan,Italy",Store,european spring promotion,Contoso Rechargeable Battery E100 Grey,"Contoso, Ltd",Computers-Computers Accessories,8.455529942,12.95,6,23188
1836,09-06-2022,"Asia,Beijing,China",Online,asian spring promotion,Contoso USB Data Link - direct connect adapter E600 Grey,"Contoso, Ltd",Computers-Computers Accessories,7.886931266,16.9,9,25904
1837,10-06-2022,"North America,Oregon,United States",Store,north america spring promotion,Contoso 90W AC/DC Power Adapter E300 Black,"Contoso, Ltd",Computers-Computers Accessories,6.259795711,11.9,18,20516
1838,11-06-2022,"North America,Bethesda,United States",Online,no discount,Contoso DVD 48 DVD Storage Binder M50 Red,"Contoso, Ltd","Music, Movies and Audio Books-Movie DVD",1.528830405,17.99,20,20517
1842,12-06-2022,"North America,New London,United States",Store,north america holiday promotion,Contoso Home/Office Laptop Power Adapter E300 Grey,"Contoso, Ltd",Computers-Computers Accessories,10.27270693,25.5,13,19652
1845,13-06-2022,"North America,North Harford,United States",Catalog,north america holiday promotion,Litware Home Theater System 5.1 Channel M514 Silver,"Litware, Inc.",TV and Video-Home Theater System,280.7744711,599,13,23811
1846,14-06-2022,"North America,Alexandria,United States",Store,north america spring promotion,Contoso DVD 15-Inch Player Portable L200 Silver,"Contoso, Ltd","Music, Movies and Audio Books-Movie DVD",97.7305281,289.99,9,25239
1847,15-06-2022,"North America,Fort Atkinson,United States",Store,north america spring promotion,Contoso Digital Camera/Camcorder USB Cable E324 Black,"Contoso, Ltd",Cameras and camcorders -Cameras & Camcorders Accessories,15.61312031,28,9,21027
1848,16-06-2022,"Europe,Berlin,Germany",Online,no discount,Contoso DVD Movies E100 Yellow,"Contoso, Ltd","Music, Movies and Audio Books-Movie DVD",5.275824397,12.99,5,21028
1849,17-06-2022,"North America,Thornton,United States",Store,no discount,Proseware High-Performance Business-Class Laser Fax X200 Grey,"Proseware, Inc.","Computers-Printers, Scanners & Fax",126.3313066,248,10,22213
1850,18-06-2022,"Asia,Sydney,Australia",Store,asian holiday promotion,Adventure Works Laptop12 M1201 Blue,Adventure Works,Computers-Laptops,201.0700155,382.95,13,2063
1851,19-06-2022,"North America,Back River,United States",Store,north america back-to-school promotion,"Fabrikam SLR Camera 35"" X358 Gold","Fabrikam, Inc.",Cameras and camcorders -Digital SLR Cameras,75.84312841,436.2,12,19739
1852,20-06-2022,"North America,North Harford,United States",Catalog,no discount,"Fabrikam Trendsetter 2/3"" 17mm X100 Orange","Fabrikam, Inc.",Cameras and camcorders -Camcorders,586.7111396,988,20,23816
1854,21-06-2022,"Asia,New Delhi,India",Store,asian spring promotion,Fabrikam SLR Camera X150 Green,"Fabrikam, Inc.",Cameras and camcorders -Digital SLR Cameras,223.6880503,480.5,9,25489
1855,22-06-2022,"North America,Back River,United States",Store,north america back-to-school promotion,Proseware Projector 1080p DLP86 Silver,"Proseware, Inc.",Computers-Projectors & Screens,1252.519428,2499,12,25490
1856,23-06-2022,"Asia,Singapore,Singapore",Store,no discount,SV 16xDVD M330 Silver,Southridge Video,TV and Video-VCD & DVD,44.84886916,109,20,5816
1857,24-06-2022,"Europe,Nantes,France",Store,no discount,WWI Desktop PC2.30 M2300 Black,Wide World Importers,Computers-Desktops,167.8955973,559,10,7489
1858,25-06-2022,"North America,Atlantic City,United States",Store,north america back-to-school promotion,WWI Laptop15 M0150 Black,Wide World Importers,Computers-Laptops,226.7953441,699,12,7490
1859,26-06-2022,"North America,North Harford,United States",Catalog,no discount,NT Wireless Transmitter and Bluetooth Headphones M150 Black,Northwind Traders,Audio-Bluetooth Headphones,98.16019292,149.99,20,7491
1860,27-06-2022,"Asia,Beijing,China",Online,no discount,Contoso Ultraportable Neoprene Sleeve E30 Pink,"Contoso, Ltd",Computers-Computers Accessories,11.3109965,15.6,20,7492
1863,28-06-2022,"Europe,Ljubljana,Slovenia",Store,european spring promotion,SV Car Video LCD7 M7003 Silver,Southridge Video,TV and Video-Car Video,312.1397673,369,12,1739
1864,29-06-2022,"North America,Provincetown,United States",Store,no discount,Contoso In front of Centrex L15 Grey,"Contoso, Ltd",Cell phones-Home & Office Phones,16.24849614,46.99,10,6807
1865,30-06-2022,"Asia,Shanghai,China",Store,asian summer promotion,NT Bluetooth Active Headphones E202 White,Northwind Traders,Audio-Bluetooth Headphones,22.30946344,37.95,6,19756
1866,01-07-2022,"Asia,Beijing,China",Reseller,asian holiday promotion,Fabrikam Social Videographer 1'' 25mm E400 Grey,"Fabrikam, Inc.",Cameras and camcorders -Camcorders,79.33303972,180,12,20589
1867,02-07-2022,"North America,North Harford,United States",Catalog,north america holiday promotion,"The Phone Company Touch Screen Phones 26-2.2"" M200 Grey",The Phone Company,Cell phones-Touch Screen Phones ,23.42406352,230,13,20590
1868,03-07-2022,"Europe,Stockholm,Sweden",Store,no discount,"A. Datum SLR Camera 35"" M358 Pink",A. Datum Corporation,Cameras and camcorders -Digital SLR Cameras,63.46992416,338,10,20008
1870,04-07-2022,"Europe,Berlin,Germany",Online,european spring promotion,WWI Projector 720p DLP56 White,Wide World Importers,Computers-Projectors & Screens,852.3869813,999,12,21085
1872,05-07-2022,"North America,Jacksonville,United States",Store,no discount,Contoso Education Supplies Bundle E200 Black,"Contoso, Ltd",Computers-Computers Accessories,12.08130771,13.5,5,20357
1874,06-07-2022,"North America,Trenton,United States",Store,north america back-to-school promotion,The Phone Company PDA Phone Unlocked 3.7 inches M510 Silver,The Phone Company,Cell phones-Smart phones & PDAs ,213.8534655,238,12,21235
1875,07-07-2022,"Europe,Berlin,Germany",Online,no discount,Adventure Works Desktop PC2.33 XD233 Silver,Adventure Works,Computers-Desktops,380.3188891,969,10,21236
1876,08-07-2022,"Europe,Marseille,France",Store,european holiday promotion,Contoso Wireless Laser Mouse M55 White,"Contoso, Ltd",Computers-Computers Accessories,55.9317153,69.99,8,21237
1877,09-07-2022,"Europe,Paris,France",Reseller,european holiday promotion,Proseware Projector 480p DLP12 Black,"Proseware, Inc.",Computers-Projectors & Screens,333.8311384,499,16,25999
1879,10-07-2022,"North America,Greeley,United States",Store,north america spring promotion,The Phone Company PDA Phone Unlocked 3.5 inches M530 Silver,The Phone Company,Cell phones-Smart phones & PDAs ,121.2721731,268,9,19816
1881,11-07-2022,"North America,Fort Atkinson,United States",Store,north america spring promotion,Contoso Rechargeable Battery Pack E310 Silver,"Contoso, Ltd",Cameras and camcorders -Cameras & Camcorders Accessories,58.33106211,69.99,18,22503
1883,12-07-2022,"North America,Virginia Beach,United States",Store,no discount,Contoso Carrying Case E312 Blue,"Contoso, Ltd",Cameras and camcorders -Cameras & Camcorders Accessories,36.81450204,49.96,5,18930
1885,13-07-2022,"Asia,Sapporo,Japan",Store,no discount,The Phone Company PDA Handheld 3.5 inch M610 Silver,The Phone Company,Cell phones-Smart phones & PDAs ,140.5598974,255,10,19805
1887,14-07-2022,"North America,Berthoud,United States",Store,no discount,Contoso DVD 38 DVD Storage Binder E25 Black,"Contoso, Ltd","Music, Movies and Audio Books-Movie DVD",9.79819295,9.99,20,18087
1891,15-07-2022,"Europe,Carlisle,United Kingdom",Store,european back-to-scholl promotion,Contoso 4GB Flash MP3 Player E401 Black,"Contoso, Ltd",Audio-MP4&MP3,68.3663031,77.68,4,18088
1892,16-07-2022,"North America,Lewiston,United States",Store,north america holiday promotion,Proseware Screen 100in M1609 Silver,"Proseware, Inc.",Computers-Projectors & Screens,3.335839458,190,6,18089
1893,17-07-2022,"North America,Howard,United States",Store,north america back-to-school promotion,Adventure Works LCD22 M200 White,Adventure Works,Computers-Monitors,96.12144568,619,12,87
1894,18-07-2022,"North America,Cle Elum,United States",Store,no discount,Proseware LCD19 E1000 Black,"Proseware, Inc.",Computers-Monitors,86.98808407,139,10,88
1896,19-07-2022,"North America,Hackensack,United States",Store,north america spring promotion,Fabrikam Laptop16 M6000 Black,"Fabrikam, Inc.",Computers-Laptops,27.33467902,599,9,89
1897,20-07-2022,"North America,Granger,United States",Store,north america spring promotion,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Black,A. Datum Corporation,Cameras and camcorders -Digital Cameras,41.28177289,268,9,21120
1899,21-07-2022,"North America,Seattle,United States",Reseller,no discount,SV Car Video LCD7W M7082 Silver,Southridge Video,TV and Video-Car Video,376.4505562,699,20,21121
1901,22-07-2022,"Europe,Berlin,Germany",Online,no discount,The Phone Company Pen Touch Screen Phones M320 Gold,The Phone Company,Cell phones-Touch Screen Phones ,26.73270492,290,10,21122
1902,23-07-2022,"Asia,Urumqi,China",Store,no discount,SV PCI Network Adapter E903 Silver,Southridge Video,Computers-Computers Accessories,1.91701303,41.99,10,20795
1903,24-07-2022,"Europe,Paris,France",Reseller,european holiday promotion,The Phone Company PDA Wifi 4.7-inch L290 White,The Phone Company,Cell phones-Smart phones & PDAs ,8.979567391,380,8,25473
1904,25-07-2022,"North America,Lowell,United States",Store,no discount,A. Datum Full Frame Digital Camera X300 Orange,A. Datum Corporation,Cameras and camcorders -Digital Cameras,41.65830023,231,10,23764
1905,26-07-2022,"North America,Germantown,United States",Store,north america back-to-school promotion,Proseware LCD19 E1000 Black,"Proseware, Inc.",Computers-Monitors,78.29228566,139,6,25060
1908,27-07-2022,"North America,Tallahassee,United States",Store,no discount,Contoso Home Theater System 4.1 Channel M1400 White,"Contoso, Ltd",TV and Video-Home Theater System,235.5096374,409,10,25352
1909,28-07-2022,"Europe,Paris,France",Reseller,no discount,Contoso Rechargeable Battery E100 White,"Contoso, Ltd",Computers-Computers Accessories,0.082987297,12.95,10,24457
1910,29-07-2022,"North America,Seattle,United States",Reseller,no discount,Contoso Battery charger - bike E200 Grey,"Contoso, Ltd",Computers-Computers Accessories,4.707974505,19.9,60,20483
1911,30-07-2022,"North America,Houston,United States",Store,north america spring promotion,SV Keyboard E90 Black,Southridge Video,Computers-Computers Accessories,39.62721594,41.73,4,19258
1916,31-07-2022,"North America,Pasadena,United States",Store,north america spring promotion,Contoso USB Cable M250 Yellow,"Contoso, Ltd",Cameras and camcorders -Cameras & Camcorders Accessories,17.25141607,25,9,22459
1917,01-08-2022,"Europe,Ljubljana,Slovenia",Store,european holiday promotion,Litware Home Theater System 5.1 Channel M512 Silver,"Litware, Inc.",TV and Video-Home Theater System,9.014828092,699,8,22460
1918,02-08-2022,"North America,Martinsville,United States",Store,no discount,SV DVD 12-Inch Player Portable M400 White,Southridge Video,"Music, Movies and Audio Books-Movie DVD",17.29106453,179.99,10,21719
1919,03-08-2022,"North America,Arlington,United States",Store,north america back-to-school promotion,NT Bluetooth Stereo Headphones E52 Yellow,Northwind Traders,Audio-Bluetooth Headphones,11.94504129,25.69,6,21720
1924,04-08-2022,"North America,Cape Canaveral,United States",Store,no discount,"Fabrikam SLR Camera 35"" M358 Green","Fabrikam, Inc.",Cameras and camcorders -Digital SLR Cameras,64.03483104,328,5,21721
1925,05-08-2022,"North America,Fort Lauderdale,United States",Store,no discount,A. Datum SLR Camera M140 Pink,A. Datum Corporation,Cameras and camcorders -Digital SLR Cameras,219.5556754,312,5,21722
1926,06-08-2022,"North America,Poestenkill,United States",Store,no discount,Proseware Photo Ink Jet Printer M100 Black,"Proseware, Inc.","Computers-Printers, Scanners & Fax",79.86418738,159,10,23898
1927,07-08-2022,"North America,Bethesda,United States",Online,north america holiday promotion,Contoso Wireless Laser Mouse E50 Silver,"Contoso, Ltd",Computers-Computers Accessories,6.304825167,20.96,6,24691
1928,08-08-2022,"North America,Bar Harbor,United States",Store,north america back-to-school promotion,The Phone Company Smart phones 8 GB of Memory M400 Pink,The Phone Company,Cell phones-Smart phones & PDAs ,228.8332243,269,12,23706
1929,09-08-2022,"North America,Atlantic City,United States",Store,north america spring promotion,Adventure Works Desktop PC1.60 ED160 Silver,Adventure Works,Computers-Desktops,69.77821205,269.95,12,23427
1930,10-08-2022,"Europe,Cheshire,United Kingdom",Store,european spring promotion,Proseware Screen 100in M1609 White,"Proseware, Inc.",Computers-Projectors & Screens,109.1790961,190,6,18917
1931,11-08-2022,"Europe,Paris,France",Reseller,european spring promotion,Contoso DVD 15-Inch Player Portable L200 Silver,"Contoso, Ltd","Music, Movies and Audio Books-Movie DVD",151.5732896,289.99,12,18918
1933,12-08-2022,"Europe,Manchester,United Kingdom",Store,european spring promotion,SV Car Video TFT7 M7001 Silver,Southridge Video,TV and Video-Car Video,56.10209873,309,12,26039
1935,13-08-2022,"North America,New Brunswick,United States",Store,north america spring promotion,The Phone Company Smart phones 6-LINE SCREEN M21 Black,The Phone Company,Cell phones-Smart phones & PDAs ,163.6298768,230,9,19193
1936,14-08-2022,"North America,Denver,United States",Store,no discount,Proseware Screen 80in E1010 Black,"Proseware, Inc.",Computers-Projectors & Screens,9.530817495,109,10,19194
1941,15-08-2022,"North America,Austin,United States",Store,north america spring promotion,Contoso Desktop Alternative Bundle E200 Black,"Contoso, Ltd",Computers-Computers Accessories,11.44333748,11.5,4,24200
1943,16-08-2022,"Europe,Amsterdam,the Netherlands",Store,european holiday promotion,WWI Wireless Transmitter and Bluetooth Headphones X250 Blue,Wide World Importers,Audio-Bluetooth Headphones,29.08767282,249.99,8,24202
1944,17-08-2022,"North America,Renton,United States",Store,north america back-to-school promotion,Adventure Works Desktop PC1.80 ED180 Brown,Adventure Works,Computers-Desktops,11.92253442,369,36,19625
1945,18-08-2022,"Europe,Paris,France",Reseller,european back-to-scholl promotion,Contoso USB Wave Multi-media Keyboard E280 White,"Contoso, Ltd",Computers-Computers Accessories,2.732602933,15.9,9,19618
1948,19-08-2022,"North America,Fredericksburg,United States",Store,north america back-to-school promotion,The Phone Company PDA Wifi 3.5-inch M200 White,The Phone Company,Cell phones-Smart phones & PDAs ,74.61011797,280,12,19619
1950,20-08-2022,"Europe,Berlin,Germany",Online,european holiday promotion,Contoso SLR Camera M142 Black,"Contoso, Ltd",Cameras and camcorders -Digital SLR Cameras,26.760237,314,32,23322
1953,21-08-2022,"Europe,Paris,France",Reseller,european spring promotion,Proseware Laser Jet Printer E100 Black,"Proseware, Inc.","Computers-Printers, Scanners & Fax",19.92077684,79,24,24723
1954,22-08-2022,"North America,Lewisville,United States",Store,north america spring promotion,Contoso Dual Handset Cordless Phone System E20 White,"Contoso, Ltd",Cell phones-Home & Office Phones,6.298858886,12.99,18,24329
1955,23-08-2022,"Europe,Berlin,Germany",Online,european spring promotion,Adventure Works Desktop PC1.80 ED180 White,Adventure Works,Computers-Desktops,35.63010246,369,36,21734
1956,24-08-2022,"North America,Fort Worth,United States",Store,no discount,Proseware LCD19 E1000 Black,"Proseware, Inc.",Computers-Monitors,65.56226112,139,20,21436
1957,25-08-2022,"North America,Martinsville,United States",Store,north america back-to-school promotion,WWI 2GB Pulse Smart pen M100 Blue,Wide World Importers,Audio-Recording Pen,32.09639589,199.95,12,20253
1958,26-08-2022,"Europe,Berlin,Germany",Online,no discount,Contoso DVD 7-Inch Player Portable E200 White,"Contoso, Ltd","Music, Movies and Audio Books-Movie DVD",23.12516892,109.99,20,18635
1961,27-08-2022,"North America,Fredericksburg,United States",Store,north america back-to-school promotion,Proseware Screen 100in M1609 White,"Proseware, Inc.",Computers-Projectors & Screens,34.18329208,190,6,23392
1962,28-08-2022,"North America,Somerville,United States",Store,no discount,Adventure Works Desktop PC1.80 ED180 White,Adventure Works,Computers-Desktops,121.8747987,369,10,21437
1963,29-08-2022,"North America,South Portland,United States",Store,north america holiday promotion,Adventure Works Laptop15 M1500 Black,Adventure Works,Computers-Laptops,592.3434989,699,13,21438
1965,30-08-2022,"Asia,Islamabad,Pakistan",Store,asian spring promotion,A. Datum Full Frame Digital Camera X300 Black,A. Datum Corporation,Cameras and camcorders -Digital Cameras,22.30977905,231,9,22015
1966,31-08-2022,"North America,Ottawa,Canada",Store,no discount,WWI Projector 720p LCD56 Black,Wide World Importers,Computers-Projectors & Screens,590.1730454,699,10,19374
1967,01-09-2022,"Europe,Berlin,Germany",Online,no discount,Adventure Works CRT19 E10 White,Adventure Works,Computers-Monitors,29.50424956,69,10,19375
1968,02-09-2022,"North America,La Porte,United States",Store,no discount,Contoso KSU-less key system M38 Grey,"Contoso, Ltd",Cell phones-Home & Office Phones,10.64893343,26.99,10,19376
1969,03-09-2022,"Asia,Thimphu,Bhutan",Store,no discount,Contoso Waterproof Accessory Handset and Charging Cradle M609 Black,"Contoso, Ltd",Cell phones-Home & Office Phones,6.53287473,22.99,10,25683
1971,04-09-2022,"North America,Spokane,United States",Store,north america holiday promotion,Adventure Works Laptop19W X1980 Blue,Adventure Works,Computers-Laptops,201.7428446,1299,13,26055
1972,05-09-2022,"Asia,Beijing,China",Online,asian holiday promotion,Contoso General Carrying Case E304 Blue,"Contoso, Ltd",Cameras and camcorders -Cameras & Camcorders Accessories,2.317085577,19.99,26,21961
1973,06-09-2022,"Asia,Hong Kong,China",Store,asian summer promotion,Contoso Bluetooth Notebook Mouse E70 White,"Contoso, Ltd",Computers-Computers Accessories,18.73840417,50,6,20964
1974,07-09-2022,"Europe,Carlisle,United Kingdom",Store,no discount,Contoso Multi-line phones M30 Black,"Contoso, Ltd",Cell phones-Home & Office Phones,15.20362081,22.99,10,20965
1977,08-09-2022,"North America,Waterbury,United States",Store,north america back-to-school promotion,Fabrikam Business Videographer 1'' 25mm M600 Grey,"Fabrikam, Inc.",Cameras and camcorders -Camcorders,684.4065786,890,12,24493
1978,09-09-2022,"North America,Toppenish,United States",Store,north america back-to-school promotion,Fabrikam SLR Camera M146 Black,"Fabrikam, Inc.",Cameras and camcorders -Digital SLR Cameras,51.68123165,302,24,22086
1981,10-09-2022,"North America,New York,United States",Store,north america spring promotion,Proseware LCD17W E202 Black,"Proseware, Inc.",Computers-Monitors,8.707666898,129,4,21554
1982,11-09-2022,"North America,Montclair,United States",Store,north america spring promotion,Contoso DVD 38 DVD Storage Binder E25 Silver,"Contoso, Ltd","Music, Movies and Audio Books-Movie DVD",8.308723697,9.99,9,24464
1983,12-09-2022,"North America,Bar Harbor,United States",Store,no discount,Contoso Digital Camera/Camcorder USB Cable E324 Black,"Contoso, Ltd",Cameras and camcorders -Cameras & Camcorders Accessories,12.19213421,28,5,20127
1984,13-09-2022,"North America,Bethesda,United States",Online,no discount,Contoso Home Theater System 2.1 Channel E1200 Black,"Contoso, Ltd",TV and Video-Home Theater System,287.68879,299,15,20303
1985,14-09-2022,"North America,Quincy,United States",Store,no discount,Contoso Optical Wheel OEM PS/2 Mouse E60 Grey,"Contoso, Ltd",Computers-Computers Accessories,0.590623985,13,10,22846
1986,15-09-2022,"Asia,Beijing,China",Reseller,asian summer promotion,Proseware Projector 1080p LCD86 Black,"Proseware, Inc.",Computers-Projectors & Screens,1279.672984,2295,12,22847
1988,16-09-2022,"Asia,Beijing,China",Reseller,no discount,Contoso 2G MP3 Player E200 Blue,"Contoso, Ltd",Audio-MP4&MP3,16.67301675,21.57,24,3406
1989,17-09-2022,"Asia,Beijing,China",Online,no discount,Fabrikam Independent Filmmaker 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Cameras and camcorders -Camcorders,842.2400962,1520,10,21406
1991,18-09-2022,"North America,Seattle,United States",Reseller,north america spring promotion,Proseware Professional Quality Plain-Paper Fax and Copier X100 White,"Proseware, Inc.","Computers-Printers, Scanners & Fax",28.11321033,229,18,18437
1992,19-09-2022,"Asia,Beijing,China",Reseller,asian holiday promotion,Proseware Projector 1080p DLP86 White,"Proseware, Inc.",Computers-Projectors & Screens,914.0012068,2499,13,18438
1993,20-09-2022,"North America,New York,United States",Store,north america spring promotion,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver,"Contoso, Ltd",Cell phones-Cell phones Accessories,0.267122281,4.74,180,21229
